Date,DCBF,DCDE,DCDS,DCIP,Diamond
2025-02-16,,28231.94,80444.46,11313.5,
2025-02-17,,27989.77,79806.58,11316.03,
2025-02-18,27323.65,28115.44,80161.99,11319.55,
2025-02-19,,28360.79,80986.2,11321.52,
2025-02-20,27347.59,28403.61,81090.83,11322.64,
2025-02-23,,28487.22,81251.3,11326.14,
2025-02-24,,28588.92,81614.03,11327.73,
2025-02-25,27358.07,28503.61,81418.39,11329.0,
2025-02-26,,28517.78,81440.47,11334.01,
2025-02-27,27383.55,28622.62,81829.15,11335.72,
2025-03-02,,28470.17,81491.7,11341.52,
2025-03-03,,28499.75,81696.95,11342.78,
2025-03-04,27397.54,28617.29,82052.52,11344.65,
2025-03-05,,28446.05,81356.6,11342.4,
2025-03-06,27421.53,28774.81,82594.52,11344.03,
2025-03-09,,28840.74,82775.63,11349.5,
2025-03-10,,28804.32,82614.83,11350.11,
2025-03-11,27430.32,28857.28,82827.03,11352.76,
2025-03-12,,28736.45,82387.59,11355.6,
2025-03-13,27451.92,28388.12,81375.55,11353.27,
2025-03-16,,28245.46,80970.13,11361.08,
2025-03-17,,28368.43,81373.23,11362.85,
2025-03-18,27461.76,28237.84,80828.16,11371.98,
2025-03-19,,27963.73,80029.92,11377.45,
2025-03-20,27502.85,28007.16,80213.6,11377.48,
2025-03-23,,27993.37,80237.93,11376.36,
2025-03-24,,28090.16,80621.34,11377.9,
2025-03-25,27520.52,28136.27,80658.91,11378.3,
2025-03-26,,28036.27,80367.51,11376.55,
2025-03-27,27535.38,28014.02,80273.65,11374.17,
2025-03-30,,27832.96,79771.59,11380.59,
2025-03-31,,27653.14,79331.9,11384.26,
2025-04-01,27512.23,27748.2,79840.04,11387.08,
2025-04-02,,27740.82,79954.7,11388.61,
2025-04-03,27562.71,26078.95,75067.16,11390.36,
2025-04-07,,25884.46,74513.26,11396.9,
2025-04-08,27576.07,24505.57,70120.42,11400.36,
2025-04-09,,23963.41,68057.72,11401.28,
2025-04-10,27598.08,25319.05,71847.59,11404.53,
2025-04-13,,26269.7,74893.96,11407.46,
2025-04-14,,26605.96,76684.3,11413.18,
2025-04-15,27626.29,26342.39,75977.97,11410.29,
2025-04-16,,26102.01,74841.06,11408.91,
2025-04-17,27627.03,26161.59,75419.0,11413.44,
2025-04-20,,26216.06,75372.33,11426.31,
2025-04-21,,26082.94,74945.23,11426.96,
2025-04-22,27644.62,26022.83,74617.88,11427.26,
2025-04-23,,26403.37,75751.55,11431.99,
2025-04-24,27690.73,26501.24,76403.9,11433.19,
2025-04-27,,26588.94,76690.75,11437.83,
2025-04-28,,26459.56,76432.68,11436.72,
2025-05-04,27703.59,26494.67,76606.77,11445.01,
2025-05-05,,26728.07,77709.57,11449.74,
2025-05-06,27716.92,26699.86,77630.86,11451.45,
2025-05-07,,26743.58,78073.99,11453.39,
2025-05-08,27733.37,26976.72,79132.0,11452.08,
2025-05-11,,26988.43,78953.18,11458.33,
2025-05-12,,27315.26,80085.17,11462.42,
2025-05-13,27734.85,27655.28,81011.05,11463.26,
2025-05-14,,27967.49,81707.74,11463.4,
2025-05-15,27765.57,28014.61,81699.69,11466.73,
2025-05-18,,27713.43,81002.8,11471.72,
2025-05-19,,26167.74,80831.76,11478.04,
2025-05-20,27779.9,26578.4,82524.63,11473.84,
2025-05-21,,26854.09,83589.7,11481.91,
2025-05-22,27804.08,26716.56,83208.95,11483.88,
2025-05-25,,26791.93,83528.91,11488.29,
2025-05-26,,27151.41,84789.8,11486.81,
2025-05-27,27831.04,27307.73,85495.85,11488.08,
2025-05-28,,27287.95,85706.22,11491.36,
2025-05-29,27852.04,27320.39,86034.54,11490.74,
2025-06-01,,27086.72,85363.62,11497.25,
2025-06-02,,27166.07,85567.82,11496.41,
2025-06-03,27848.68,27426.32,86211.15,11498.97,
2025-06-04,,27336.0,86146.76,11500.45,
2025-06-05,27872.6,27302.55,86020.33,11502.36,
2025-06-08,,27077.02,85194.02,11505.48,
2025-06-09,,26788.32,83848.31,11509.26,
2025-06-10,27882.9,26940.14,84433.03,11512.56,
2025-06-11,,26951.39,84468.17,11514.12,
2025-06-12,27909.45,27273.01,85309.03,11514.58,
2025-06-15,,27074.44,84591.96,11521.15,
2025-06-16,,27483.58,85826.45,11520.21,
2025-06-17,27920.85,27686.69,86580.17,11521.1,
2025-06-18,,27693.02,86627.33,11523.76,
2025-06-19,27943.92,27778.39,87007.21,11525.22,
2025-06-22,,27796.08,87019.13,11529.74,
2025-06-23,,27804.58,87239.19,11531.71,
2025-06-24,27953.79,27997.14,87939.8,11535.1,
2025-06-25,,28012.61,88009.58,11533.85,
2025-06-26,27982.59,28073.4,88192.47,11534.19,
2025-06-29,,28125.99,88247.19,11538.89,
2025-06-30,,28249.95,88678.26,11544.89,
2025-07-01,27983.85,28182.61,88495.37,11546.08,
2025-07-02,,28376.04,89219.36,11547.4,
2025-07-03,28021.69,28378.69,89127.66,11549.7,
2025-07-06,,28558.19,89584.37,11554.77,
2025-07-07,,28888.24,90551.26,11556.47,
2025-07-08,28031.04,29139.91,91343.38,11558.26,
2025-07-09,,29263.6,91571.98,11560.11,
2025-07-10,28061.61,29374.23,92065.65,11562.08,
2025-07-13,,29477.5,92531.18,11566.88,
2025-07-14,,29745.32,93481.37,11568.22,
2025-07-15,28070.59,29538.15,93073.8,11566.2,
2025-07-16,,29811.01,94278.69,11567.93,
2025-07-17,28085.37,30158.87,95468.03,11563.99,
2025-07-20,,30517.02,96373.23,11570.57,
2025-07-21,,30272.72,95454.64,11575.25,
2025-07-22,28102.03,30671.44,97121.49,11577.33,
2025-07-23,,30783.57,97449.03,11578.38,
2025-07-24,28143.06,30904.03,97858.18,11580.59,
2025-07-27,,31194.91,98932.18,11585.84,
2025-07-28,,31704.5,100823.9,11587.0,
2025-07-29,28153.11,30242.41,96032.53,11589.47,
2025-07-30,,30746.35,97612.53,11590.28,
2025-07-31,28181.58,30606.89,97608.26,11591.77,
2025-08-03,,30461.08,96963.68,11595.71,
2025-08-04,,30997.93,99083.78,11597.12,
2025-08-05,28190.83,31348.01,100286.96,11599.32,
2025-08-06,,32074.61,102425.85,11600.5,
2025-08-07,28204.48,32426.35,103459.07,11605.07,
2025-08-10,,32476.74,103689.48,11606.16,
2025-08-11,,32687.5,104320.21,11607.12,
2025-08-12,28230.19,32904.71,104883.08,11609.88,
2025-08-13,,33054.36,105191.38,11613.87,
2025-08-14,28238.34,33745.02,107371.07,11613.02,
2025-08-17,,33406.01,106515.08,11617.95,
2025-08-18,,33587.49,107181.11,11619.31,
2025-08-19,28250.33,33962.26,108432.16,11621.88,
2025-08-20,,34008.33,108787.18,11623.85,
2025-08-21,28270.01,34475.29,109977.4,11624.89,
2025-08-24,,33294.87,106119.55,11630.48,
2025-08-25,,32356.97,103511.43,11631.34,
2025-08-26,28283.0,33717.74,107956.97,11633.63,
2025-08-27,,33886.69,108260.15,11634.97,
2025-08-28,28310.11,34247.94,109388.2,11635.89,
2025-09-02,28324.02,34544.97,110037.18,11639.4,
2025-09-03,,34546.65,110145.16,11645.56,
2025-09-04,28336.91,34827.65,111115.56,11646.67,
2025-09-07,,33943.44,108303.17,11651.66,
2025-09-08,,32926.17,104993.85,11654.72,
2025-09-09,28357.58,33362.61,106738.8,11656.18,
2025-09-10,,33402.4,106876.14,11658.17,
2025-09-11,28382.32,33638.22,107841.76,11658.02,
2025-09-14,,33736.05,108248.43,11663.58,
2025-09-15,,34115.16,109435.73,11665.24,
2025-09-16,28395.48,34037.79,108980.14,11667.44,
2025-09-17,,33493.28,107524.4,11669.3,
2025-09-18,28421.42,33436.28,107430.61,11670.17,
2025-09-21,,33178.13,106945.96,11676.04,
2025-09-22,,32664.17,105173.46,11675.49,
2025-09-23,28431.98,32737.11,105379.02,11679.11,
2025-09-24,,33330.44,107514.69,11680.35,
2025-09-25,28448.4,33324.26,107819.3,11681.74,
2025-09-28,,33095.31,107088.7,11687.16,
2025-09-29,,33080.02,107417.05,11687.68,
2025-09-30,28452.84,32900.96,107138.03,11691.75,
2025-10-01,,33075.89,107557.25,11693.34,
2025-10-02,28482.37,32614.81,106121.56,11694.34,
2025-10-05,,32235.45,105123.62,11698.73,
2025-10-06,,33413.34,109039.08,11701.54,
2025-10-07,28492.84,33088.41,107974.73,11703.55,
2025-10-08,,33542.63,109254.28,11704.09,
2025-10-09,28518.04,34014.25,110649.52,11704.76,
2025-10-12,,34452.65,112564.43,11711.69,
2025-10-13,,34836.45,114460.71,11713.03,
2025-10-14,28515.91,34750.03,114648.23,11714.92,
2025-10-15,,34837.03,114993.41,11717.26,
2025-10-16,28548.08,34961.35,115766.13,11720.43,
2025-10-19,,34344.94,113309.62,11724.35,
2025-10-20,,32377.93,106592.54,11725.55,
2025-10-21,28560.29,32486.61,107540.54,11728.3,
2025-10-22,,32788.14,108403.73,11729.04,
2025-10-23,28589.36,32617.41,108343.34,11730.8,
2025-10-26,,32371.67,107660.33,11737.06,
2025-10-27,,31468.84,104490.76,11736.96,
2025-10-28,28596.32,32025.49,106647.79,11738.81,
2025-10-29,,32156.91,106696.38,11740.36,
2025-10-30,28617.2,32023.58,105718.25,11745.04,
2025-11-02,,31552.93,103484.56,11748.25,
2025-11-03,,30818.74,100868.72,11750.2,
2025-11-04,28643.19,31523.73,103612.75,11750.51,
2025-11-05,,31344.36,103110.15,11751.51,
2025-11-06,28654.56,31040.39,102077.29,11753.32,
2025-11-09,,30173.62,99242.26,11763.62,
2025-11-10,,29891.73,98276.42,11764.26,
2025-11-11,28660.19,30233.37,99299.22,11766.03,
2025-11-12,,30848.57,101726.26,11766.95,
2025-11-13,28695.99,30761.22,101188.02,11774.05,
2025-11-16,,30923.39,101621.39,11774.85,
2025-11-17,,31185.91,102896.65,11774.01,
2025-11-18,28728.86,31283.17,103357.6,11774.49,
2025-11-19,,31048.62,102573.34,11778.22,
2025-11-20,28732.41,31012.25,102835.17,11779.19,
2025-11-23,,30923.41,102859.28,11785.62,
2025-11-24,,30910.48,103152.84,11784.93,
2025-11-25,28739.97,30558.14,102377.99,11786.48,
2025-11-26,,30960.55,103724.44,11793.16,
2025-11-27,28769.7,30863.69,103398.79,11795.6,
2025-11-30,,30815.33,103858.67,11797.98,
2025-12-01,,30733.42,104036.33,11795.74,
2025-12-02,28800.67,30805.34,104710.89,11797.21,
2025-12-03,,31280.99,105760.69,11799.05,
2025-12-04,28801.88,31455.02,106203.6,11803.15,
2025-12-07,,31234.5,106231.0,11806.95,
2025-12-08,,31161.57,106686.24,11810.53,
2025-12-09,28818.61,30736.01,106117.3,11814.08,
2025-12-10,,30566.8,104269.9,11812.17,
2025-12-11,28826.63,30189.69,102786.98,11816.82,
2025-12-14,,29184.85,99448.2,11821.27,
2025-12-15,,29189.97,99306.7,11825.87,
2025-12-16,28859.78,29843.11,101354.62,11828.14,
2025-12-17,,29753.34,100952.85,11831.34,
2025-12-18,28884.26,29819.4,101125.4,11838.14,
2025-12-21,,30161.63,102955.39,11844.19,
2025-12-22,,30748.01,105900.56,11845.96,
2025-12-23,28914.22,30886.44,107418.52,11850.26,
2025-12-24,,31233.52,108699.14,11846.1,
2025-12-25,28931.83,30594.54,105647.17,11851.68,
2025-12-28,,30527.96,105045.65,11849.45,
2025-12-29,,30867.65,106420.05,11851.32,
2025-12-30,28939.65,31003.96,107127.08,11861.51,
2026-01-04,28939.65,31156.58,108177.37,11871.35,
2026-01-05,,31086.07,108114.64,11871.67,
2026-01-06,28990.47,31645.0,109782.89,11865.19,
2026-01-07,,32196.56,111575.43,11866.2,
2026-01-08,29009.27,32002.37,110245.51,11870.39,
2026-01-11,,32031.5,110189.86,11874.97,
2026-01-12,,32434.63,110744.79,11873.94,
2026-01-13,29030.72,32779.06,111846.12,11879.11,
2026-01-14,,32674.76,111012.62,11879.49,
2026-01-15,29048.46,32467.34,109603.98,11883.17,
2026-01-18,,32530.26,110053.46,11892.4,
2026-01-19,,32813.06,111407.99,11887.79,
2026-01-20,29060.9,32728.09,111104.94,11891.74,
2026-01-21,,32673.74,110933.12,11894.59,
2026-01-22,29072.24,32629.0,110737.96,11899.23,
2026-01-25,,32179.98,109697.95,11905.87,
2026-01-26,,31671.34,107785.37,11899.72,
2026-01-27,29098.95,31884.54,107860.47,11903.68,
2026-01-28,,31924.39,107798.17,11925.2,
2026-01-29,29095.83,32226.18,108628.58,11934.04,
2026-02-01,,32651.95,109876.05,11941.06,
2026-02-02,,32867.39,109788.21,11938.77,
2026-02-03,29115.26,33009.91,110247.62,11943.21,
2026-02-04,,33124.4,110245.35,11942.97,
2026-02-05,29126.42,32507.88,108182.99,11943.92,
2026-02-08,,31975.02,106459.86,11949.53,
2026-02-09,,32045.32,106667.84,11956.63,
2026-02-10,29134.89,31536.79,105417.6,11953.72,
2026-02-11,,32060.19,107617.07,11959.06,
2026-02-12,29169.8,32206.16,108387.04,11965.41,
2026-02-22,29205.71,32392.57,109026.08,11976.35,
2026-02-23,,32978.45,110960.82,11984.09,
2026-02-24,29205.71,33280.83,111675.3,11993.25,
2026-02-25,,33399.31,111696.01,11994.02,
2026-02-26,29293.51,33461.15,112345.79,11997.12,
2026-03-01,,33464.16,112300.39,11997.66,
2026-03-02,,33383.13,111144.5,12002.0,
2026-03-03,29310.56,33312.06,110047.7,11978.15,
2026-03-04,,33240.51,109432.02,11981.19,
2026-03-05,29329.17,32512.37,107562.38,11980.88,
2026-03-08,,32034.82,105927.53,11987.53,
2026-03-09,,30157.43,99510.54,11995.1,
2026-03-10,29337.02,30737.44,101173.3,11997.56,
2026-03-11,,31571.77,104000.09,12002.39,
2026-03-12,29372.28,31338.81,103057.25,11994.23,
2026-03-15,,30939.32,101906.47,12000.3,
2026-03-16,,30638.82,101388.49,11997.0,
2026-03-17,29377.75,30667.63,101919.53,12000.26,
2026-03-18,,30771.55,101873.35,11998.28,
2026-03-19,29388.58,30595.54,101307.22,12001.11,
2026-03-22,,30093.23,99203.81,12010.55,
2026-03-23,,29281.44,96298.19,12011.45,
2026-03-24,29388.12,29773.45,97923.63,12014.36,
2026-03-25,,30470.05,100237.48,12015.85,
2026-03-26,29431.19,30279.58,99362.73,12026.94,
2026-03-29,,30614.74,100644.21,12029.37,
2026-03-30,,30609.61,100494.67,12026.76,
2026-03-31,29460.98,30621.18,101094.24,12027.68,
2026-04-01,,30481.84,101419.04,12029.65,
2026-04-02,29467.8,30235.08,100505.28,12029.12,
2026-04-05,,29752.87,99190.22,12035.98,
2026-04-06,,29332.02,98265.8,12039.36,
2026-04-07,29466.51,29390.29,98329.57,12042.95,
2026-04-08,,30413.39,102547.0,12045.42,
2026-04-09,29499.77,30198.72,101858.8,12044.87,
2026-04-12,,30177.69,101912.6,12047.84,
2026-04-13,,30158.17,101983.79,12049.3,
2026-04-14,29486.24,30294.09,102530.31,12047.25,
2026-04-15,,30160.04,102493.12,12046.62,
2026-04-16,29501.06,30194.16,103073.92,12048.62,
2026-04-19,,30182.13,103306.7,12055.56,
2026-04-20,,30515.24,104381.7,12059.26,
2026-04-21,29501.99,30317.54,103887.49,12062.28,
2026-04-22,,30291.61,104468.32,12063.69,
2026-04-23,29537.23,30118.45,104502.12,12065.59,
2026-04-27,,29839.68,103760.78,12075.21,
2026-04-28,29550.58,29911.52,104707.02,12084.28,
2026-05-03,29592.02,29811.89,103653.99,12097.24,
2026-05-04,,29794.52,103282.62,12094.34,
2026-05-05,29636.35,29906.07,103844.64,12097.53,
2026-05-06,,30209.81,104749.36,12099.49,
2026-05-07,29631.38,30502.45,105920.95,12099.93,
2026-05-10,29657.98,30566.59,106461.34,12108.03,
2026-05-11,29671.19,30212.27,105322.44,12112.45,
2026-05-12,29665.41,30410.86,105860.73,12111.99,
2026-05-13,29671.86,30186.82,105371.87,12114.35,
2026-05-14,29701.25,30471.68,106573.1,12124.67,
2026-05-17,29730.39,30267.81,105889.22,12133.01,
2026-05-18,29744.08,30248.76,105725.73,12138.25,
2026-05-19,29753.72,30117.31,104941.13,12140.17,
2026-05-20,29745.9,29919.57,104433.6,12141.83,
2026-05-21,29749.79,29857.5,103726.81,12140.38,
2026-05-24,29776.18,29486.28,102510.28,12147.32,
2026-05-25,29779.63,29636.52,102823.67,12151.19,
2026-05-26,29783.94,29700.65,102890.99,12150.0,
2026-05-27,29799.23,29512.26,102412.47,12152.73,
2026-05-28,29800.07,29365.53,101408.24,12153.13,
2026-05-31,29798.93,29262.8,101122.59,12154.18,
2026-06-01,29795.66,29118.17,100623.83,12156.6,
2026-06-02,29799.73,28832.46,99453.27,12157.39,
2026-06-03,29809.66,28899.87,99622.1,12162.87,
2026-06-04,29809.57,29156.08,100470.57,12163.7,
2026-06-07,29829.51,29080.88,100378.09,12167.64,
2026-06-08,29833.22,28445.76,97994.49,12171.09,
2026-06-09,29844.66,28591.12,98468.78,12171.53,
2026-06-10,29845.48,28669.19,98962.86,12169.11,
2026-06-11,29859.88,28504.41,98464.3,12175.69,
2026-06-14,29884.81,28331.3,97989.55,12184.22,
2026-06-15,29895.2,28630.71,99157.88,12189.64,
2026-06-16,29882.8,28684.72,99543.36,12186.95,
2026-06-17,29893.36,28724.42,99564.0,12187.47,
2026-06-18,29896.05,28702.0,99846.05,12186.02,
2026-06-21,29903.98,28524.29,99239.87,12195.48,
2026-06-22,29893.5,28618.2,100292.71,12186.59,
2026-06-23,29946.32,28538.33,100437.0,12205.63,
2026-06-24,29948.03,28576.04,100632.49,12205.47,
2026-06-25,29950.99,28457.62,100143.04,12207.97,
2026-06-28,29969.1,28624.75,100615.8,12211.99,
2026-06-29,29965.96,28691.13,100550.64,12212.07,
2026-06-30,29981.2,28672.44,100667.85,12216.62,
2026-07-01,29998.55,28860.69,101144.25,12221.84,
2026-07-02,29992.37,28804.5,101039.87,12218.48,
2026-07-05,30014.53,28717.82,100665.01,12228.36,
2026-07-06,30012.16,28429.29,99483.43,12225.59,
2026-07-07,30019.61,28403.17,99732.89,12226.51,
2026-07-08,30017.24,28463.09,99879.19,12226.27,
2026-07-09,30011.82,28204.06,99018.96,12225.32,
2026-07-12,30041.63,27887.74,98053.01,12239.77,
2026-07-13,30049.67,25622.54,96724.5,12235.79,
2026-07-14,30054.01,25724.96,97109.0,12237.4,
2026-07-15,30066.89,25397.77,95807.83,12242.62,
2026-07-16,30075.69,25655.77,96837.02,12242.88,
2026-07-19,30091.39,25511.56,96101.41,12251.01,
2026-07-20,30092.04,24935.23,93766.64,12249.9,
2026-07-21,30097.39,24889.76,93429.12,12253.88,
2026-07-22,30098.15,24275.49,90617.66,12254.25,
2026-07-23,30103.52,24416.18,91834.21,12256.03,
2026-07-26,30133.75,24265.91,91251.09,12261.09,
2026-07-27,30135.13,23948.63,89852.73,12263.57,
2026-07-28,30160.29,24129.25,90653.15,12273.06,
2026-07-29,30160.01,24280.53,91495.2,12271.29,
2026-07-30,30103.52,24704.44,93288.23,12275.89,
2026-08-02,30183.64,24702.22,92958.24,12278.74,
2026-08-03,30186.65,25068.51,94160.51,12286.13,
2026-08-04,30191.8,25122.34,94597.59,12282.91,
2026-08-05,30202.49,25039.57,94374.35,12285.25,
2026-08-06,30194.7,24920.82,93915.08,12282.26,
2026-08-09,30213.28,25010.2,93997.38,12290.73,
2026-08-10,30225.37,25228.91,94689.48,12293.46,
2026-08-11,30230.81,25158.37,94397.44,12294.79,
2026-08-12,30228.18,25272.18,95135.49,12295.89,
2026-08-13,30233.07,25079.07,93969.17,12296.47,
2026-08-16,30249.78,24797.12,92623.97,12305.31,
2026-08-17,30258.19,24823.8,92648.53,12307.03,
2026-08-18,30264.67,24795.17,92560.39,12309.36,
2026-08-19,30281.64,24740.2,92333.86,12310.35,
2026-08-20,30309.57,24798.87,92611.71,12321.55,
2026-08-23,30301.74,25181.58,94423.17,12325.79,
2026-08-24,30318.82,25244.49,95114.81,12321.16,
2026-08-25,30331.82,25097.79,94749.24,12325.32,
2026-08-26,30319.48,25364.08,96246.61,12322.16,
2026-08-27,30319.34,25449.36,96849.93,12322.15,
2026-09-02,30360.89,25439.91,96730.32,12334.04,
2026-09-03,30381.3,25086.53,95765.45,12341.15,
2026-09-06,30387.04,25207.49,96665.58,12343.76,
2026-09-07,30401.82,24923.37,95086.03,12351.05,
2026-09-08,30426.13,24953.41,95419.75,12356.64,
2026-09-09,30452.23,24944.58,95308.61,12358.63,
2026-09-10,30445.76,25007.62,95620.26,12352.17,
2026-09-13,30471.04,24592.12,93863.84,12361.05,
